Symbol,Beta,VolAvg,MktCap,LastDiv,companyName,currency,exchange,exchangeShortName,industry,website,description,CEO,sector,country,fullTimeEmployees,phone,address,city
PODDARHOUS.NS,0.459734,6742,"1,283,920,896.00",0,Poddar Housing and Development Limited,INR,NSE,NSE,Real Estate—Development,https://www.poddarhousing.com,"Poddar Housing and Development Limited engages in the real estate construction, development, and other related activities in India. The company was formerly known as Poddar Developers Limited and changed its name to Poddar Housing and Development Limited in January 2016. Poddar Housing and Development Limited was incorporated in 1982 and is based in Mumbai, India.",,Real Estate,IN,114,912266164444,"Unit No.3-5, Neeru Silk Mills, Mathurdas Mills,126, N. M. Joshi Marg, N. M. Joshi Marg, Lowerparel (W)",Mumbai
BSL.NS,0.763274,37224,"1,281,378,944.00",0,BSL Limited,INR,NSE,NSE,Textile Manufacturing,https://www.bslltd.com,"BSL Limited, a textile company, manufactures and sells fabrics and yarns in India and internationally. The company operates through Textile and Wind Power segments. It produces a range of polyester viscose fabrics, including suiting, shirting, safari, and corduroy blends; worsted fabrics, such as wool, wool rich, lycra blended poly wool, poly viscose, mohair polyester wool, and polyester silk wool fabrics. The company also offers wool, wool-blended, and premium lightweight fabrics; wool modal, Trevira wool, and other specialized fabrics blended with lycra, silk, linen, tencel, etc.; and furnishing and fashion fabrics. In addition, it is involved in the generation of wind power at Jaisalmer. The company offers its products online under the BSL, INSIGNIA, and GEOFFREY HAMMONDS brands. BSL Limited was incorporated in 1970 and is based in Noida, India.",,"Textiles, Apparel & Luxury Goods",IN,401,911482246801,"26, Industrial Area, Post Box No.17",Bhilwara
AROGRANITE.NS,0.812389,160214,"1,277,790,976.00",0,Aro Granite Industries Limited,INR,NSE,NSE,Building Products & Equipment,https://www.arotile.com,"Aro Granite Industries Limited engages in the manufacturing, processing, and selling of polished/flamed granite tiles and slabs primarily in India. The company provides natural stone granites slab and tiles; and engineered quartz stone slabs. It also exports its products to approximately 50 countries, including the United States, Canada, Europe, Japan, and the Far East and South Pacific countries. The company was incorporated in 1988 and is based in Hosur, India.",,Building,IN,296,914344252384,"Koneripalli Village, Via:Shoolagiri, Krishnagiri",Hosur
GAL.NS,1.000884,1166299,"1,274,121,856.00",0,Gyscoal Alloys Limited,INR,NSE,NSE,Steel,https://www.gyscoal.com,"Gyscoal Alloys Limited manufactures and sells stainless and mild steel long products in India. The company's stainless steel products include equal angle bars, bright round bars, flat bars, flats, and ingots; and mild steel products comprise mild steel angle bars. Its products are primarily used in the construction of chemical plants, pharmaceutical plants, building construction, railways, and other sectors for structural purposes. The company also exports its products. Gyscoal Alloys Limited was incorporated in 1999 and is based in Ahmedabad, India.",,Metals & Mining,IN,46,917966614508,"2nd Floor, Mrudul Tower, B/h Times of India, Ashram Road",Ahmedabad
TOTAL.NS,1.278733,129139,"1,273,234,048.00",1.5,Total Transport Systems Limited,INR,NSE,NSE,Integrated Freight & Logistics,https://www.ttspl.in,"Total Transport Systems Limited provides logistic services worldwide. It engages in the consolidation and deconsolidation of cargo, freight forwarding, and warehousing and transportation for Fareast and The Gulf. The company was founded in 1994 and is headquartered in Mumbai, India.",,Industrials,IN,346,91 22 6644 1500,T Square,Mumbai
LAMBODHARA.NS,0.797787,37619,"1,271,774,848.00",2,Lambodhara Textiles Limited,INR,NSE,NSE,Textile Manufacturing,https://www.lambodharatextiles.com,"Lambodhara Textiles Limited manufactures and sells synthetic yarns in India. It operates through Textile, Wind Mills, and Real Estate segments. The company offers slub, multi count and multi twist, siro, and neppy yarns. It produces yarns using polyester, polyester variants, viscose, modal, excel, and flax as raw materials. The company also exports its products. In addition, it generates electricity through wind mills; and engages in the rental of commercial complexes. The company was incorporated in 1994 and is based in Coimbatore, India.",,"Textiles, Apparel & Luxury Goods",IN,369,,"1075B, PIONEER APARTZ-VI FLOOR, Avinashi Road",Coimbatore
MRO-TEK.NS,0.615044,15080,"1,266,816,000.00",0,MRO-TEK Realty Limited,INR,NSE,NSE,Communication Equipment,https://www.mro-tek.com,"MRO-TEK Realty Limited engages in the manufacture, supply, and distribution of access, and networking equipment and solutions in India and internationally. It operates through Products, Real Estate Development, EMS, and Solutions segments. The company's products include time division multiplexer (TDM) products, including modems and converters, multi-service access products, Ethernet over PDH and optical network, PDH optical multiplexers, and TDM over packet; Ethernet products comprising media converters, managed media converters, and Ethernet powered switches; routers; switches; outdoor switches; and optical transport network switches, such as CWDM/DWDM, dispersion compensators, and amplifiers. It also offers multi-service access, and GPON products; support services; and drone-enabled technologies and services for agriculture industry. In addition, the company provides planning, design, and implementation services for hardware-software infrastructure; datacenter networking; network audit and analysis; software defined wide area network; and cloud managed network solutions. Further, it is involved in real estate development activities; and electronic contract manufacturing services for the medical, automobile, consumer electronics, and aerospace and defense industries. The company was formerly known as MRO-TEK Limited and changed its name to MRO-TEK Realty Limited in May 2016. MRO-TEK Realty Limited was incorporated in 1984 and is headquartered in Bengaluru, India.",Mr. Sudipto Gupta,Communication Services,IN,88,918042499000,6 New Bel Road,Bangalore
ROML.NS,0,8494,"1,256,921,216.00",0,Raj Oil Mills Limited,INR,NSE,NSE,,,,,,US,,,,
IZMO.NS,0.792035,103985,"1,256,404,608.00",0,IZMO Limited,INR,NSE,NSE,Software—Application,https://www.izmoltd.com,"IZMO Limited offers hi-tech automotive e-retailing solutions in India, North America, Europe, and rest of Asia. The company provides Internet solutions to the automotive industry through websites, such as izmocars.com, govirtual.com, izmocars.eu, izmocars.fr, and carazoosolutions.com. It also operates websites for various businesses and professions that include izmoweb.com and izmoweb.in. In addition, the company offers interactive media solutions for the automotive industry through automotive images and animation, virtual brochures, video brochures with voice over, and CGI graphics through websites, such as izmostock.com and izmostudio.com for stock photography, as well as izmomedia.com, izmotion.com, and izmofx.com for interactive media solutions. Further, it provides enterprise products that offers packaged product solutions to meet enterprise requirements in connectivity, security, and interoperability. The company was formerly known as Logix Microsystems Limited and changed its name to IZMO Limited in 2014. IZMO Limited was incorporated in 1995 and is based in Bengaluru, India.",,Retail,IN,257,918067125400,"Post Box No. 7620, 177/2-C, Bannerghatta Road",Bangalore
EXCEL.NS,1.403982,333907,"1,254,950,784.00",0,Excel Realty N Infra Limited,INR,NSE,NSE,Conglomerates,https://www.excel-infoways.com,"Excel Realty N Infra Limited engages in the infra, information technology (IT), business process outsourcing (BPO), and general trading activities in India. It operates through three segments: Infrastructure, BPO/IT Enabled Services, and General Trading. The company provides general trading and business process outsourcing services; and develops infrastructure facilities. It also offers customer care services, and inbound and outbound services, as well as handles the business relations of clients on their behalf. The company was formerly known as Excel Infoways Limited and changed its name to Excel Realty N Infra Limited in May 2015. Excel Realty N Infra Limited was incorporated in 2003 and is based in Mumbai, India.",,Trading Companies & Distributors,IN,9,912240309898,ul. Parizhskoy Kommuny d. 25/39,Mumbai
ROLTA.NS,1.573008,451164,"1,250,332,544.00",0,Rolta India Limited,INR,NSE,NSE,Information Technology Services,https://www.rolta.com,"Rolta India Limited, together with its subsidiaries, provides various information technology (IT) solutions and services in India and internationally. The company operates in two segments, Enterprise Geospatial and Engineering Solutions; and System Integration and Enterprise IT Solutions. Its solutions include BI and big data analytics, smart city, cloud security and IT transformation, geospatial fusion, enterprise application, e-Governance, financial analytics, defense, safety and security, and engineering AIM solutions. It also provides application development and maintenance, managed, Rolta adviser, business consulting, enterprise performance management, geospatial, and engineering services. The company offers include Rolta OneView, a BI and big data analytics solution; Rolta IT-OT Fusion, a middleware integration solution; ROLTA iPerspective, an enterprise suite for SOA needs; Rolta SmartMigrate solution; Rolta OnPoint, a spatial integration application; Rolta GeoCAD, an emergency response management solution; Rolta Command and Control Solution; Rolta Photogrammetry Suite, a solution to publish GIS data; Rolta Image Processing Suite; Rolta 3D Analysis and Visualization Suite; and Rolta Battlefield Management Systems. It serves defense, homeland and maritime security, government, infrastructure and natural resources, oil and gas, chemicals, discrete manufacturing, transportation, banking and financial services, and retail and healthcare industries, as well as utilities comprising power, water, gas, and telecom. The company was incorporated in 1989 and is headquartered in Mumbai, India.",,Technology,IN,274,912229266666,"Rolta Tower A, Rolta Technology Park, MIDC, Andheri (East)",Mumbai
PUNJLLOYD.NS,1.179646,510220,"1,248,154,368.00",0,Punj Lloyd Limited,INR,NSE,NSE,Engineering & Construction,https://www.punjlloyd.com,"Punj Lloyd Limited provides integrated design, engineering, procurement, construction, and project management services for energy and infrastructure sectors in India and internationally. The company offers engineering, procurement, fabrication, and installation services for offshore wellhead and process platforms, including topsides and jackets, risers, submarine pipelines, underwater cables, and single buoy mooring systems; gathering stations, flow and transfer lines, and gas and crude processing plants; onshore rigs; onshore and offshore oil and gas pipelines; cryogenic, LNG, LPG, ethylene, ammonia, and other storage tanks; refineries; and petrochemical plants for polymer treatment, handling, conveying, storage, packing, and shipping. It also provides EPC services for boilers, turbines, generators, civil construction, and balance of power plant packages, as well as support services; coal and ash handling, HVAC, water systems, fire-fighting systems, and electrical and C&I packages; design and construction support services for nuclear process facilities; and solutions for photovoltaics (PV), concentrated solar power, concentrating PV, and concentrating heat and power. In addition, the company offers water treatment and distribution solutions; solutions for the biofuels sector; and provides design and EPC services for infrastructure, buildings, airports and seaports, national highways, and medical institutes. Further, it provides manufacturing services and products, as well as maintenance, repair, and overhaul services for land systems, defense aerospace, and defense electronics. Punj Lloyd Limited was founded in 1988 and is headquartered in Gurugram, India.",Mr. Atul Punj,Construction,IN,7359,911242620123,"Punj Lloyd House, 78, Institutional Area, Sector 32",Gurgaon
